uri,label
http://d.opencalais.com/pershash-1/86c657d8-b4be-3eed-af55-47fe2c879a9e,"Charles"->"Charles"
http://d.opencalais.com/pershash-1/24382f08-597b-3256-8b21-601507a8f846,"Nancy Cunard"->"Nancy Cunard"
http://d.opencalais.com/pershash-1/415034e6-21e3-32d3-9aed-6f1473493c23,"Marlene Dumas"->"Marlene Dumas"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert Delaunay"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"him"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"his"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"Robert"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/d37ce104-e574-3886-82c4-e3f75a81fc29,"his"->"Robert Delaunay"
http://d.opencalais.com/pershash-1/c052e24b-eed0-3a51-9ae0-26db242df024,"Gloria Swanson"->"Gloria Swanson"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Sonia Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Sonia Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Sonia"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Sonia"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Sonia"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"She"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"Delaunay"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"her"->"Sonia Delaunay"
http://d.opencalais.com/pershash-1/4b6fd697-34cc-30c4-b3af-a9765a79d791,"she"->"Sonia Delaunay"
